屬性	guild	鳥種	時段	距離	觀察狀態	數量	堤內/外	結群	備註	樣區編號	調查樣區	樣點編號	座標系統	X	Y	調查者	"調查旅次
編號"	天氣代號	風速代號	"開始時間
（時）"	"開始時間
（分）"	年	月	日
01留鳥	Landbirds	白頭翁	B	C	E	5	外			E	二重疏洪道	25	TWD97/TM2	298366	2772051	呂亞融	2	B	0	6	59	2013	5	6
01留鳥	Landbirds	紅鳩	B	A	E	1	外			E	二重疏洪道	25	TWD97/TM2	298366	2772051	呂亞融	2	B	0	6	59	2013	5	6
01留鳥	Landbirds	褐頭鷦鶯	C	D	S	1	外			E	二重疏洪道	25	TWD97/TM2	298366	2772051	呂亞融	2	B	0	6	59	2013	5	6
04過境/冬候鳥	Waterbird	磯鷸	C	D	C	1	外			E	二重疏洪道	25	TWD97/TM2	298366	2772051	呂亞融	2	B	0	6	59	2013	5	6
01留鳥	Landbirds	麻雀	A	B	E	1	外			E	二重疏洪道	21	TWD97/TM2	297788	2772839	呂亞融	2	B	0	7	57	2013	5	6
01留鳥	Landbirds	白頭翁	A	F	C	1	外			E	二重疏洪道	21	TWD97/TM2	297788	2772839	呂亞融	2	B	0	7	57	2013	5	6
01留鳥	Landbirds	珠頸斑鳩	A	H	E	1	外			E	二重疏洪道	21	TWD97/TM2	297788	2772839	呂亞融	2	B	0	7	57	2013	5	6
01留鳥	Landbirds	綠繡眼	A	F	E	2	外			E	二重疏洪道	21	TWD97/TM2	297788	2772839	呂亞融	2	B	0	7	57	2013	5	6
01留鳥	Landbirds	白頭翁	A	G	E	2	外			E	二重疏洪道	21	TWD97/TM2	297788	2772839	呂亞融	2	B	0	7	57	2013	5	6
01留鳥	Landbirds	紅嘴黑鵯	A	G	E	3	外			E	二重疏洪道	21	TWD97/TM2	297788	2772839	呂亞融	2	B	0	7	57	2013	5	6
01留鳥	Landbirds	珠頸斑鳩	A	F	E	1	外			E	二重疏洪道	21	TWD97/TM2	297788	2772839	呂亞融	2	B	0	7	57	2013	5	6
02夏候鳥	Landbirds	家燕	A	E	E	2	外			E	二重疏洪道	21	TWD97/TM2	297788	2772839	呂亞融	2	B	0	7	57	2013	5	6
03引進種	Landbirds	黑領椋鳥	A	G	C	1	外			E	二重疏洪道	21	TWD97/TM2	297788	2772839	呂亞融	2	B	0	7	57	2013	5	6
01留鳥	Waterbird	小白鷺	B	G	E	2	外			E	二重疏洪道	21	TWD97/TM2	297788	2772839	呂亞融	2	B	0	7	57	2013	5	6
03引進種	Landbirds	家八哥	C	G	E	3	外			E	二重疏洪道	21	TWD97/TM2	297788	2772839	呂亞融	2	B	0	7	57	2013	5	6
01留鳥	Landbirds	白頭翁	C	G	E	2	外			E	二重疏洪道	21	TWD97/TM2	297788	2772839	呂亞融	2	B	0	7	57	2013	5	6
01留鳥	Landbirds	黃頭鷺	A	B	E	1	外			E	二重疏洪道	28	TWD97/TM2	298593	2771340	呂亞融	2	B	0	6	15	2013	5	6
01留鳥	Landbirds	黃頭鷺	A	E	E	21	外			E	二重疏洪道	28	TWD97/TM2	298593	2771340	呂亞融	2	B	0	6	15	2013	5	6
01留鳥	Landbirds	麻雀	A	C	E	4	外			E	二重疏洪道	28	TWD97/TM2	298593	2771340	呂亞融	2	B	0	6	15	2013	5	6
03引進種	Landbirds	家八哥	A	D	E	1	外			E	二重疏洪道	28	TWD97/TM2	298593	2771340	呂亞融	2	B	0	6	15	2013	5	6
01留鳥	Landbirds	麻雀	A	E	E	3	外			E	二重疏洪道	28	TWD97/TM2	298593	2771340	呂亞融	2	B	0	6	15	2013	5	6
03引進種	Landbirds	黑領椋鳥	A	E	E	2	外			E	二重疏洪道	28	TWD97/TM2	298593	2771340	呂亞融	2	B	0	6	15	2013	5	6
01留鳥	Landbirds	洋燕	A	C	E	1	外			E	二重疏洪道	28	TWD97/TM2	298593	2771340	呂亞融	2	B	0	6	15	2013	5	6
03引進種	Landbirds	家八哥	A	D	E	2	外			E	二重疏洪道	28	TWD97/TM2	298593	2771340	呂亞融	2	B	0	6	15	2013	5	6
02夏候鳥	Landbirds	家燕	B	G	E	2	外			E	二重疏洪道	28	TWD97/TM2	298593	2771340	呂亞融	2	B	0	6	15	2013	5	6
01留鳥	Waterbird	小白鷺	C	G	E	1	外			E	二重疏洪道	28	TWD97/TM2	298593	2771340	呂亞融	2	B	0	6	15	2013	5	6
01留鳥	Landbirds	小雲雀	A	B	E	2	外			E	二重疏洪道	19	TWD97/TM2	297355	2773080	呂亞融	2	B	0	8	27	2013	5	6
03引進種	Landbirds	黑領椋鳥	A	B	E	1	外			E	二重疏洪道	19	TWD97/TM2	297355	2773080	呂亞融	2	B	0	8	27	2013	5	6
01留鳥	Landbirds	黃頭鷺	A	G	E	9	外			E	二重疏洪道	19	TWD97/TM2	297355	2773080	呂亞融	2	B	0	8	27	2013	5	6
03引進種	Landbirds	野鴿	A	G	E	1	外			E	二重疏洪道	19	TWD97/TM2	297355	2773080	呂亞融	2	B	0	8	27	2013	5	6
01留鳥	Waterbird	夜鷺	A	D	E	1	外			E	二重疏洪道	19	TWD97/TM2	297355	2773080	呂亞融	2	B	0	8	27	2013	5	6
01留鳥	Waterbird	夜鷺	A	G	E	7	外			E	二重疏洪道	19	TWD97/TM2	297355	2773080	呂亞融	2	B	0	8	27	2013	5	6
01留鳥	Waterbird	小白鷺	A	G	E	3	外			E	二重疏洪道	19	TWD97/TM2	297355	2773080	呂亞融	2	B	0	8	27	2013	5	6
01留鳥	Landbirds	麻雀	A	E	E	1	外			E	二重疏洪道	19	TWD97/TM2	297355	2773080	呂亞融	2	B	0	8	27	2013	5	6
03引進種	Landbirds	家八哥	B	A	E	2	外			E	二重疏洪道	19	TWD97/TM2	297355	2773080	呂亞融	2	B	0	8	27	2013	5	6
01留鳥	Landbirds	麻雀	B	F	E	1	外			E	二重疏洪道	19	TWD97/TM2	297355	2773080	呂亞融	2	B	0	8	27	2013	5	6
02夏候鳥	Landbirds	家燕	B	C	E	3	外			E	二重疏洪道	19	TWD97/TM2	297355	2773080	呂亞融	2	B	0	8	27	2013	5	6
01留鳥	Landbirds	紅鳩	B	D	E	3	外			E	二重疏洪道	19	TWD97/TM2	297355	2773080	呂亞融	2	B	0	8	27	2013	5	6
01留鳥	Landbirds	紅嘴黑鵯	C	F	E	1	外			E	二重疏洪道	19	TWD97/TM2	297355	2773080	呂亞融	2	B	0	8	27	2013	5	6
01留鳥	Landbirds	小雲雀	C	E	E	1	外			E	二重疏洪道	19	TWD97/TM2	297355	2773080	呂亞融	2	B	0	8	27	2013	5	6
01留鳥	Landbirds	白頭翁	A	B	E	2	外			E	二重疏洪道	26	TWD97/TM2	298434	2771811	呂亞融	2	B	0	6	46	2013	5	6
01留鳥	Waterbird	小白鷺	A	D	E	1	外			E	二重疏洪道	26	TWD97/TM2	298434	2771811	呂亞融	2	B	0	6	46	2013	5	6
01留鳥	Landbirds	白頭翁	A	F	E	1	外			E	二重疏洪道	26	TWD97/TM2	298434	2771811	呂亞融	2	B	0	6	46	2013	5	6
02夏候鳥	Landbirds	家燕	A	D	E	1	外			E	二重疏洪道	26	TWD97/TM2	298434	2771811	呂亞融	2	B	0	6	46	2013	5	6
01留鳥	Landbirds	白頭翁	A	C	E	1	外			E	二重疏洪道	26	TWD97/TM2	298434	2771811	呂亞融	2	B	0	6	46	2013	5	6
01留鳥	Landbirds	白頭翁	A	G	E	1	外			E	二重疏洪道	26	TWD97/TM2	298434	2771811	呂亞融	2	B	0	6	46	2013	5	6
03引進種	Landbirds	黑領椋鳥	A	F	E	1	外			E	二重疏洪道	26	TWD97/TM2	298434	2771811	呂亞融	2	B	0	6	46	2013	5	6
03引進種	Landbirds	家八哥	A	C	E	2	外			E	二重疏洪道	26	TWD97/TM2	298434	2771811	呂亞融	2	B	0	6	46	2013	5	6
01留鳥	Landbirds	白頭翁	A	D	E	1	外			E	二重疏洪道	26	TWD97/TM2	298434	2771811	呂亞融	2	B	0	6	46	2013	5	6
01留鳥	Landbirds	小雲雀	B	G	E	2	外			E	二重疏洪道	26	TWD97/TM2	298434	2771811	呂亞融	2	B	0	6	46	2013	5	6
03引進種	Landbirds	家八哥	C	F	E	1	外			E	二重疏洪道	26	TWD97/TM2	298434	2771811	呂亞融	2	B	0	6	46	2013	5	6
03引進種	Landbirds	家八哥	C	E	E	3	外			E	二重疏洪道	26	TWD97/TM2	298434	2771811	呂亞融	2	B	0	6	46	2013	5	6
03引進種	Landbirds	野鴿	A	B	E	3	外			E	二重疏洪道	22	TWD97/TM2	297979	2772678	呂亞融	2	B	0	7	43	2013	5	6
01留鳥	Landbirds	麻雀	A	B	E	1	外			E	二重疏洪道	22	TWD97/TM2	297979	2772678	呂亞融	2	B	0	7	43	2013	5	6
02夏候鳥	Landbirds	家燕	A	C	E	3	外			E	二重疏洪道	22	TWD97/TM2	297979	2772678	呂亞融	2	B	0	7	43	2013	5	6
03引進種	Landbirds	家八哥	A	F	E	2	外			E	二重疏洪道	22	TWD97/TM2	297979	2772678	呂亞融	2	B	0	7	43	2013	5	6
01留鳥	Waterbird	小白鷺	A	G	E	1	外			E	二重疏洪道	22	TWD97/TM2	297979	2772678	呂亞融	2	B	0	7	43	2013	5	6
01留鳥	Landbirds	褐頭鷦鶯	A	D	S	1	外			E	二重疏洪道	22	TWD97/TM2	297979	2772678	呂亞融	2	B	0	7	43	2013	5	6
01留鳥	Landbirds	麻雀	B	D	E	3	外			E	二重疏洪道	22	TWD97/TM2	297979	2772678	呂亞融	2	B	0	7	43	2013	5	6
01留鳥	Landbirds	紅嘴黑鵯	A	D	E	2	外			E	二重疏洪道	27	TWD97/TM2	298497	2771569	呂亞融	2	B	0	6	32	2013	5	6
01留鳥	Landbirds	白頭翁	A	D	E	1	外			E	二重疏洪道	27	TWD97/TM2	298497	2771569	呂亞融	2	B	0	6	32	2013	5	6
01留鳥	Landbirds	珠頸斑鳩	A	E	S	1	外			E	二重疏洪道	27	TWD97/TM2	298497	2771569	呂亞融	2	B	0	6	32	2013	5	6
03引進種	Landbirds	野鴿	A	D	E	3	外			E	二重疏洪道	27	TWD97/TM2	298497	2771569	呂亞融	2	B	0	6	32	2013	5	6
01留鳥	Landbirds	小雨燕	A	C	E	1	外			E	二重疏洪道	27	TWD97/TM2	298497	2771569	呂亞融	2	B	0	6	32	2013	5	6
01留鳥	Landbirds	麻雀	A	B	E	1	外			E	二重疏洪道	27	TWD97/TM2	298497	2771569	呂亞融	2	B	0	6	32	2013	5	6
02夏候鳥	Landbirds	家燕	A	G	E	5	外			E	二重疏洪道	27	TWD97/TM2	298497	2771569	呂亞融	2	B	0	6	32	2013	5	6
01留鳥	Landbirds	白頭翁	A	F	E	2	外			E	二重疏洪道	27	TWD97/TM2	298497	2771569	呂亞融	2	B	0	6	32	2013	5	6
01留鳥	Landbirds	小雲雀	A	G	S	1	外			E	二重疏洪道	27	TWD97/TM2	298497	2771569	呂亞融	2	B	0	6	32	2013	5	6
03引進種	Landbirds	黑領椋鳥	A	D	E	1	外			E	二重疏洪道	27	TWD97/TM2	298497	2771569	呂亞融	2	B	0	6	32	2013	5	6
01留鳥	Landbirds	黃頭鷺	A	H	E	3	外			E	二重疏洪道	27	TWD97/TM2	298497	2771569	呂亞融	2	B	0	6	32	2013	5	6
04過境/冬候鳥	Landbirds	黃鶺鴒	B	D	E	2	外			E	二重疏洪道	27	TWD97/TM2	298497	2771569	呂亞融	2	B	0	6	32	2013	5	6
01留鳥	Landbirds	麻雀	B	D	E	1	外			E	二重疏洪道	27	TWD97/TM2	298497	2771569	呂亞融	2	B	0	6	32	2013	5	6
01留鳥	Landbirds	斑文鳥	B	E	C	2	外			E	二重疏洪道	27	TWD97/TM2	298497	2771569	呂亞融	2	B	0	6	32	2013	5	6
01留鳥	Landbirds	白頭翁	C	G	E	2	外			E	二重疏洪道	27	TWD97/TM2	298497	2771569	呂亞融	2	B	0	6	32	2013	5	6
01留鳥	Landbirds	黃頭鷺	C	G	E	1	外			E	二重疏洪道	27	TWD97/TM2	298497	2771569	呂亞融	2	B	0	6	32	2013	5	6
03引進種	Landbirds	家八哥	C	H	E	1	外			E	二重疏洪道	27	TWD97/TM2	298497	2771569	呂亞融	2	B	0	6	32	2013	5	6
01留鳥	Landbirds	白頭翁	C	C	E	1	外			E	二重疏洪道	27	TWD97/TM2	298497	2771569	呂亞融	2	B	0	6	32	2013	5	6
01留鳥	Landbirds	白頭翁	A	F	E	1	外			E	二重疏洪道	23	TWD97/TM2	298150	2772499	呂亞融	2	B	0	7	28	2013	5	6
03引進種	Landbirds	白尾八哥	A	F	E	3	外			E	二重疏洪道	23	TWD97/TM2	298150	2772499	呂亞融	2	B	0	7	28	2013	5	6
01留鳥	Landbirds	白頭翁	A	F	E	4	外			E	二重疏洪道	23	TWD97/TM2	298150	2772499	呂亞融	2	B	0	7	28	2013	5	6
01留鳥	Landbirds	白頭翁	A	E	E	1	外			E	二重疏洪道	23	TWD97/TM2	298150	2772499	呂亞融	2	B	0	7	28	2013	5	6
01留鳥	Landbirds	珠頸斑鳩	A	G	E	1	外			E	二重疏洪道	23	TWD97/TM2	298150	2772499	呂亞融	2	B	0	7	28	2013	5	6
02夏候鳥	Landbirds	家燕	A	D	E	2	外			E	二重疏洪道	23	TWD97/TM2	298150	2772499	呂亞融	2	B	0	7	28	2013	5	6
03引進種	Landbirds	家八哥	B	D	E	4	外			E	二重疏洪道	23	TWD97/TM2	298150	2772499	呂亞融	2	B	0	7	28	2013	5	6
01留鳥	Landbirds	麻雀	B	C	E	2	外			E	二重疏洪道	23	TWD97/TM2	298150	2772499	呂亞融	2	B	0	7	28	2013	5	6
01留鳥	Landbirds	黃頭鷺	B	G	E	3	外			E	二重疏洪道	23	TWD97/TM2	298150	2772499	呂亞融	2	B	0	7	28	2013	5	6
01留鳥	Landbirds	灰頭鷦鶯	B	F	C	1	外			E	二重疏洪道	23	TWD97/TM2	298150	2772499	呂亞融	2	B	0	7	28	2013	5	6
01留鳥	Landbirds	麻雀	C	C	E	2	外			E	二重疏洪道	23	TWD97/TM2	298150	2772499	呂亞融	2	B	0	7	28	2013	5	6
01留鳥	Landbirds	小雲雀	C	H	S	1	外			E	二重疏洪道	23	TWD97/TM2	298150	2772499	呂亞融	2	B	0	7	28	2013	5	6
01留鳥	Landbirds	珠頸斑鳩	A	D	E	1	外			E	二重疏洪道	17	TWD97/TM2	296902	2773289	呂亞融	2	B	0	8	59	2013	5	6
02夏候鳥	Landbirds	家燕	A	B	E	2	外			E	二重疏洪道	17	TWD97/TM2	296902	2773289	呂亞融	2	B	0	8	59	2013	5	6
01留鳥	Landbirds	小雲雀	A	F	E	1	外			E	二重疏洪道	17	TWD97/TM2	296902	2773289	呂亞融	2	B	0	8	59	2013	5	6
01留鳥	Landbirds	白頭翁	A	F	E	4	外			E	二重疏洪道	17	TWD97/TM2	296902	2773289	呂亞融	2	B	0	8	59	2013	5	6
03引進種	Landbirds	家八哥	A	H	E	2	外			E	二重疏洪道	17	TWD97/TM2	296902	2773289	呂亞融	2	B	0	8	59	2013	5	6
01留鳥	Landbirds	斑文鳥	A	H	E	1	外			E	二重疏洪道	17	TWD97/TM2	296902	2773289	呂亞融	2	B	0	8	59	2013	5	6
03引進種	Landbirds	家八哥	B	D	E	2	外			E	二重疏洪道	17	TWD97/TM2	296902	2773289	呂亞融	2	B	0	8	59	2013	5	6
01留鳥	Landbirds	斑文鳥	B	E	E	1	外			E	二重疏洪道	17	TWD97/TM2	296902	2773289	呂亞融	2	B	0	8	59	2013	5	6
01留鳥	Landbirds	麻雀	C	E	E	3	外			E	二重疏洪道	17	TWD97/TM2	296902	2773289	呂亞融	2	B	0	8	59	2013	5	6
01留鳥	Landbirds	白頭翁	C	D	E	2	外			E	二重疏洪道	17	TWD97/TM2	296902	2773289	呂亞融	2	B	0	8	59	2013	5	6
03引進種	Landbirds	家八哥	C	E	E	2	外			E	二重疏洪道	17	TWD97/TM2	296902	2773289	呂亞融	2	B	0	8	59	2013	5	6
02夏候鳥	Landbirds	家燕	A	B	E	3	外			E	二重疏洪道	24	TWD97/TM2	298268	2772280	呂亞融	2	B	0	7	15	2013	5	6
03引進種	Landbirds	家八哥	A	H	E	2	外			E	二重疏洪道	24	TWD97/TM2	298268	2772280	呂亞融	2	B	0	7	15	2013	5	6
01留鳥	Landbirds	綠繡眼	A	C	E	3	外			E	二重疏洪道	24	TWD97/TM2	298268	2772280	呂亞融	2	B	0	7	15	2013	5	6
01留鳥	Landbirds	紅嘴黑鵯	B	F	E	3	外			E	二重疏洪道	24	TWD97/TM2	298268	2772280	呂亞融	2	B	0	7	15	2013	5	6
03引進種	Landbirds	黑領椋鳥	B	F	E	1	外			E	二重疏洪道	24	TWD97/TM2	298268	2772280	呂亞融	2	B	0	7	15	2013	5	6
03引進種	Landbirds	野鴿	B	G	E	3	外			E	二重疏洪道	24	TWD97/TM2	298268	2772280	呂亞融	2	B	0	7	15	2013	5	6
01留鳥	Landbirds	麻雀	B	F	E	1	外			E	二重疏洪道	24	TWD97/TM2	298268	2772280	呂亞融	2	B	0	7	15	2013	5	6
01留鳥	Landbirds	紅嘴黑鵯	B	F	E	1	外			E	二重疏洪道	24	TWD97/TM2	298268	2772280	呂亞融	2	B	0	7	15	2013	5	6
04過境/冬候鳥	Landbirds	黃鶺鴒	C	D	E	1	外			E	二重疏洪道	24	TWD97/TM2	298268	2772280	呂亞融	2	B	0	7	15	2013	5	6
01留鳥	Landbirds	白頭翁	C	F	S	1	外			E	二重疏洪道	24	TWD97/TM2	298268	2772280	呂亞融	2	B	0	7	15	2013	5	6
01留鳥	Landbirds	斑文鳥	C	D	C	1	外			E	二重疏洪道	24	TWD97/TM2	298268	2772280	呂亞融	2	B	0	7	15	2013	5	6
01留鳥	Landbirds	小雲雀	A	B	S	1	外			E	二重疏洪道	18	TWD97/TM2	297124	2773176	呂亞融	2	B	0	8	41	2013	5	6
01留鳥	Landbirds	小雲雀	A	C	E	1	外			E	二重疏洪道	18	TWD97/TM2	297124	2773176	呂亞融	2	B	0	8	41	2013	5	6
01留鳥	Waterbird	小白鷺	A	C	E	1	外			E	二重疏洪道	18	TWD97/TM2	297124	2773176	呂亞融	2	B	0	8	41	2013	5	6
03引進種	Landbirds	家八哥	A	F	E	1	外			E	二重疏洪道	18	TWD97/TM2	297124	2773176	呂亞融	2	B	0	8	41	2013	5	6
03引進種	Landbirds	野鴿	A	E	E	1	外			E	二重疏洪道	18	TWD97/TM2	297124	2773176	呂亞融	2	B	0	8	41	2013	5	6
03引進種	Landbirds	家八哥	A	F	E	1	外			E	二重疏洪道	18	TWD97/TM2	297124	2773176	呂亞融	2	B	0	8	41	2013	5	6
01留鳥	Landbirds	麻雀	A	G	E	1	外			E	二重疏洪道	18	TWD97/TM2	297124	2773176	呂亞融	2	B	0	8	41	2013	5	6
03引進種	Landbirds	家八哥	B	H	E	1	外			E	二重疏洪道	18	TWD97/TM2	297124	2773176	呂亞融	2	B	0	8	41	2013	5	6
01留鳥	Landbirds	灰頭鷦鶯	B	H	S	1	外			E	二重疏洪道	18	TWD97/TM2	297124	2773176	呂亞融	2	B	0	8	41	2013	5	6
01留鳥	Landbirds	綠繡眼	B	G	E	1	外			E	二重疏洪道	18	TWD97/TM2	297124	2773176	呂亞融	2	B	0	8	41	2013	5	6
01留鳥	Landbirds	珠頸斑鳩	B	G	E	1	外			E	二重疏洪道	18	TWD97/TM2	297124	2773176	呂亞融	2	B	0	8	41	2013	5	6
03引進種	Landbirds	家八哥	C	F	E	1	外			E	二重疏洪道	18	TWD97/TM2	297124	2773176	呂亞融	2	B	0	8	41	2013	5	6
02夏候鳥	Landbirds	家燕	C	C	E	1	外			E	二重疏洪道	18	TWD97/TM2	297124	2773176	呂亞融	2	B	0	8	41	2013	5	6
01留鳥	Waterbird	夜鷺	A	D	E	9	外			E	二重疏洪道	16	TWD97/TM2	296685	2773413	呂亞融	2	B	0	9	12	2013	5	6
01留鳥	Waterbird	小白鷺	A	E	E	2	外			E	二重疏洪道	16	TWD97/TM2	296685	2773413	呂亞融	2	B	0	9	12	2013	5	6
01留鳥	Landbirds	白頭翁	A	C	E	1	外			E	二重疏洪道	16	TWD97/TM2	296685	2773413	呂亞融	2	B	0	9	12	2013	5	6
02夏候鳥	Landbirds	家燕	A	C	E	3	外			E	二重疏洪道	16	TWD97/TM2	296685	2773413	呂亞融	2	B	0	9	12	2013	5	6
03引進種	Landbirds	黑領椋鳥	A	H	E	2	外			E	二重疏洪道	16	TWD97/TM2	296685	2773413	呂亞融	2	B	0	9	12	2013	5	6
04過境/冬候鳥	Landbirds	黃鶺鴒	A	G	E	1	外			E	二重疏洪道	16	TWD97/TM2	296685	2773413	呂亞融	2	B	0	9	12	2013	5	6
03引進種	Landbirds	野鴿	A	G	E	1	外			E	二重疏洪道	16	TWD97/TM2	296685	2773413	呂亞融	2	B	0	9	12	2013	5	6
03引進種	Landbirds	家八哥	A	G	E	1	外			E	二重疏洪道	16	TWD97/TM2	296685	2773413	呂亞融	2	B	0	9	12	2013	5	6
03引進種	Landbirds	家八哥	A	G	E	1	外			E	二重疏洪道	16	TWD97/TM2	296685	2773413	呂亞融	2	B	0	9	12	2013	5	6
04過境/冬候鳥	Landbirds	黃鶺鴒	B	F	E	2	外			E	二重疏洪道	16	TWD97/TM2	296685	2773413	呂亞融	2	B	0	9	12	2013	5	6
01留鳥	Landbirds	麻雀	B	D	E	4	外			E	二重疏洪道	16	TWD97/TM2	296685	2773413	呂亞融	2	B	0	9	12	2013	5	6
01留鳥	Landbirds	白頭翁	B	B	E	1	外			E	二重疏洪道	16	TWD97/TM2	296685	2773413	呂亞融	2	B	0	9	12	2013	5	6
01留鳥	Landbirds	褐頭鷦鶯	B	G	S	1	外			E	二重疏洪道	16	TWD97/TM2	296685	2773413	呂亞融	2	B	0	9	12	2013	5	6
01留鳥	Landbirds	麻雀	C	C	E	5	外			E	二重疏洪道	16	TWD97/TM2	296685	2773413	呂亞融	2	B	0	9	12	2013	5	6
01留鳥	Landbirds	小彎嘴	A	E	D	2	外			D	大漢溪	24	TWD97/TM2	294441.1578	2766462.524	呂亞融	4	C	0	5	41	2013	6	30
01留鳥	Landbirds	灰頭鷦鶯	A	F	S	1	外			D	大漢溪	24	TWD97/TM2	294441.1578	2766462.524	呂亞融	4	C	0	5	41	2013	6	30
01留鳥	Landbirds	白頭翁	A	F	S	1	外			D	大漢溪	24	TWD97/TM2	294441.1578	2766462.524	呂亞融	4	C	0	5	41	2013	6	30
01留鳥	Landbirds	褐頭鷦鶯	A	B	E	2	外			D	大漢溪	24	TWD97/TM2	294441.1578	2766462.524	呂亞融	4	C	0	5	41	2013	6	30
01留鳥	Landbirds	灰頭鷦鶯	A	F	S	1	外			D	大漢溪	24	TWD97/TM2	294441.1578	2766462.524	呂亞融	4	C	0	5	41	2013	6	30
01留鳥	Landbirds	大卷尾	A	G	C	1	外			D	大漢溪	24	TWD97/TM2	294441.1578	2766462.524	呂亞融	4	C	0	5	41	2013	6	30
01留鳥	Landbirds	珠頸斑鳩	A	G	S	1	外			D	大漢溪	24	TWD97/TM2	294441.1578	2766462.524	呂亞融	4	C	0	5	41	2013	6	30
02夏候鳥	Landbirds	家燕	A	C	E	1	外			D	大漢溪	24	TWD97/TM2	294441.1578	2766462.524	呂亞融	4	C	0	5	41	2013	6	30
01留鳥	Waterbird	白腹秧雞	B	F	S	1	外			D	大漢溪	24	TWD97/TM2	294441.1578	2766462.524	呂亞融	4	C	0	5	41	2013	6	30
01留鳥	Landbirds	白頭翁	B	B	E	2	外			D	大漢溪	24	TWD97/TM2	294441.1578	2766462.524	呂亞融	4	C	0	5	41	2013	6	30
01留鳥	Landbirds	灰頭鷦鶯	B	D	D	1	外			D	大漢溪	24	TWD97/TM2	294441.1578	2766462.524	呂亞融	4	C	0	5	41	2013	6	30
01留鳥	Landbirds	白頭翁	B	F	E	3	外			D	大漢溪	24	TWD97/TM2	294441.1578	2766462.524	呂亞融	4	C	0	5	41	2013	6	30
02夏候鳥	Landbirds	家燕	B	D	E	3	外			D	大漢溪	24	TWD97/TM2	294441.1578	2766462.524	呂亞融	4	C	0	5	41	2013	6	30
01留鳥	Waterbird	紅冠水雞	C	F	D	1	外			D	大漢溪	24	TWD97/TM2	294441.1578	2766462.524	呂亞融	4	C	0	5	41	2013	6	30
03引進種	Landbirds	野鴿	C	D	E	5	外			D	大漢溪	24	TWD97/TM2	294441.1578	2766462.524	呂亞融	4	C	0	5	41	2013	6	30
01留鳥	Landbirds	麻雀	C	B	E	3	外			D	大漢溪	24	TWD97/TM2	294441.1578	2766462.524	呂亞融	4	C	0	5	41	2013	6	30
01留鳥	Landbirds	喜鵲	C	G	E	1	外			D	大漢溪	24	TWD97/TM2	294441.1578	2766462.524	呂亞融	4	C	0	5	41	2013	6	30
01留鳥	Waterbird	白腹秧雞	A	D	E	2	外			D	大漢溪	23	TWD97/TM2	294479.1907	2766709.205	呂亞融	4	C	0	5	56	2013	6	30
01留鳥	Landbirds	白頭翁	A	C	E	3	外			D	大漢溪	23	TWD97/TM2	294479.1907	2766709.205	呂亞融	4	C	0	5	56	2013	6	30
01留鳥	Landbirds	斑文鳥	A	E	C	2	外			D	大漢溪	23	TWD97/TM2	294479.1907	2766709.205	呂亞融	4	C	0	5	56	2013	6	30
01留鳥	Landbirds	粉紅鸚嘴	A	E	C	1	外			D	大漢溪	23	TWD97/TM2	294479.1907	2766709.205	呂亞融	4	C	0	5	56	2013	6	30
03引進種	Landbirds	家八哥	A	F	E	1	外			D	大漢溪	23	TWD97/TM2	294479.1907	2766709.205	呂亞融	4	C	0	5	56	2013	6	30
01留鳥	Landbirds	灰頭鷦鶯	A	F	S	1	外			D	大漢溪	23	TWD97/TM2	294479.1907	2766709.205	呂亞融	4	C	0	5	56	2013	6	30
01留鳥	Landbirds	白頭翁	A	D	E	2	外			D	大漢溪	23	TWD97/TM2	294479.1907	2766709.205	呂亞融	4	C	0	5	56	2013	6	30
01留鳥	Landbirds	灰頭鷦鶯	A	E	S	1	外			D	大漢溪	23	TWD97/TM2	294479.1907	2766709.205	呂亞融	4	C	0	5	56	2013	6	30
02夏候鳥	Landbirds	家燕	A	C	E	1	外			D	大漢溪	23	TWD97/TM2	294479.1907	2766709.205	呂亞融	4	C	0	5	56	2013	6	30
01留鳥	Landbirds	麻雀	A	B	E	1	外			D	大漢溪	23	TWD97/TM2	294479.1907	2766709.205	呂亞融	4	C	0	5	56	2013	6	30
01留鳥	Landbirds	白頭翁	B	B	E	1	外			D	大漢溪	23	TWD97/TM2	294479.1907	2766709.205	呂亞融	4	C	0	5	56	2013	6	30
03引進種	Landbirds	野鴿	B	F	E	1	外			D	大漢溪	23	TWD97/TM2	294479.1907	2766709.205	呂亞融	4	C	0	5	56	2013	6	30
03引進種	Landbirds	野鴿	B	F	E	41	外			D	大漢溪	23	TWD97/TM2	294479.1907	2766709.205	呂亞融	4	C	0	5	56	2013	6	30
01留鳥	Landbirds	褐頭鷦鶯	B	C	S	1	外			D	大漢溪	23	TWD97/TM2	294479.1907	2766709.205	呂亞融	4	C	0	5	56	2013	6	30
01留鳥	Landbirds	喜鵲	C	G	E	1	外			D	大漢溪	23	TWD97/TM2	294479.1907	2766709.205	呂亞融	4	C	0	5	56	2013	6	30
03引進種	Landbirds	家八哥	C	C	E	1	外			D	大漢溪	23	TWD97/TM2	294479.1907	2766709.205	呂亞融	4	C	0	5	56	2013	6	30
01留鳥	Landbirds	麻雀	C	C	E	1	外			D	大漢溪	23	TWD97/TM2	294479.1907	2766709.205	呂亞融	4	C	0	5	56	2013	6	30
