屬性	guild	鳥種	時段	距離	觀察狀態	數量	堤內/外	結群	備註	樣區編號	調查樣區	樣點編號	座標系統	X	Y	調查者	"調查旅次
編號"	天氣代號	風速代號	"開始時間
（時）"	"開始時間
（分）"	年	月	日
03引進種	Landbirds	野鴿	A	A	E	2	外			D	大漢溪	1	TWD97/TM2	298298.5707	2770119.402	呂亞融	1	C	1	7	0	2013	3	30
01留鳥	Landbirds	白頭翁	A	C	E	2	外			D	大漢溪	1	TWD97/TM2	298298.5707	2770119.402	呂亞融	1	C	1	7	0	2013	3	30
01留鳥	Landbirds	白頭翁	A	D	E	1	外			D	大漢溪	1	TWD97/TM2	298298.5707	2770119.402	呂亞融	1	C	1	7	0	2013	3	30
04過境/冬候鳥	Landbirds	黃鶺鴒	A	C	E	4	外			D	大漢溪	1	TWD97/TM2	298298.5707	2770119.402	呂亞融	1	C	1	7	0	2013	3	30
01留鳥	Landbirds	斑文鳥	A	E	E	2	外			D	大漢溪	1	TWD97/TM2	298298.5707	2770119.402	呂亞融	1	C	1	7	0	2013	3	30
03引進種	Landbirds	野鴿	A	G	E	6	外			D	大漢溪	1	TWD97/TM2	298298.5707	2770119.402	呂亞融	1	C	1	7	0	2013	3	30
01留鳥	Landbirds	灰頭鷦鶯	A	C	S	1	外			D	大漢溪	1	TWD97/TM2	298298.5707	2770119.402	呂亞融	1	C	1	7	0	2013	3	30
03引進種	Landbirds	家八哥	A	H	E	2	外			D	大漢溪	1	TWD97/TM2	298298.5707	2770119.402	呂亞融	1	C	1	7	0	2013	3	30
02夏候鳥	Landbirds	家燕	A	B	E	2	外			D	大漢溪	1	TWD97/TM2	298298.5707	2770119.402	呂亞融	1	C	1	7	0	2013	3	30
01留鳥	Landbirds	褐頭鷦鶯	B	D	S	1	外			D	大漢溪	1	TWD97/TM2	298298.5707	2770119.402	呂亞融	1	C	1	7	0	2013	3	30
01留鳥	Landbirds	粉紅鸚嘴	B	D	C	1	外			D	大漢溪	1	TWD97/TM2	298298.5707	2770119.402	呂亞融	1	C	1	7	0	2013	3	30
03引進種	Landbirds	黑領椋鳥	B	H	E	1	外			D	大漢溪	1	TWD97/TM2	298298.5707	2770119.402	呂亞融	1	C	1	7	0	2013	3	30
01留鳥	Waterbird	白腹秧雞	C	C	S	1	外			D	大漢溪	1	TWD97/TM2	298298.5707	2770119.402	呂亞融	1	C	1	7	0	2013	3	30
01留鳥	Landbirds	灰頭鷦鶯	C	B	C	1	外			D	大漢溪	1	TWD97/TM2	298298.5707	2770119.402	呂亞融	1	C	1	7	0	2013	3	30
01留鳥	Landbirds	小雲雀	A	C	E	1	外			D	大漢溪	2	TWD97/TM2	298051.1997	2770093.536	呂亞融	1	C	1	7	16	2013	3	30
01留鳥	Landbirds	小雲雀	A	F	E	2	外			D	大漢溪	2	TWD97/TM2	298051.1997	2770093.536	呂亞融	1	C	1	7	16	2013	3	30
01留鳥	Landbirds	褐頭鷦鶯	A	C	S	1	外			D	大漢溪	2	TWD97/TM2	298051.1997	2770093.536	呂亞融	1	C	1	7	16	2013	3	30
01留鳥	Landbirds	白頭翁	A	G	E	2	外			D	大漢溪	2	TWD97/TM2	298051.1997	2770093.536	呂亞融	1	C	1	7	16	2013	3	30
01留鳥	Landbirds	白頭翁	A	B	E	1	外			D	大漢溪	2	TWD97/TM2	298051.1997	2770093.536	呂亞融	1	C	1	7	16	2013	3	30
01留鳥	Landbirds	白頭翁	A	C	E	2	外			D	大漢溪	2	TWD97/TM2	298051.1997	2770093.536	呂亞融	1	C	1	7	16	2013	3	30
01留鳥	Landbirds	灰頭鷦鶯	A	C	S	1	外			D	大漢溪	2	TWD97/TM2	298051.1997	2770093.536	呂亞融	1	C	1	7	16	2013	3	30
01留鳥	Landbirds	斑文鳥	A	C	E	2	外			D	大漢溪	2	TWD97/TM2	298051.1997	2770093.536	呂亞融	1	C	1	7	16	2013	3	30
03引進種	Landbirds	野鴿	B	H	E	6	外			D	大漢溪	2	TWD97/TM2	298051.1997	2770093.536	呂亞融	1	C	1	7	16	2013	3	30
03引進種	Landbirds	家八哥	B	H	E	2	外			D	大漢溪	2	TWD97/TM2	298051.1997	2770093.536	呂亞融	1	C	1	7	16	2013	3	30
03引進種	Landbirds	黑領椋鳥	B	H	E	2	外			D	大漢溪	2	TWD97/TM2	298051.1997	2770093.536	呂亞融	1	C	1	7	16	2013	3	30
03引進種	Landbirds	野鴿	C	F	E	3	外			D	大漢溪	2	TWD97/TM2	298051.1997	2770093.536	呂亞融	1	C	1	7	16	2013	3	30
03引進種	Landbirds	野鴿	C	B	E	1	外			D	大漢溪	2	TWD97/TM2	298051.1997	2770093.536	呂亞融	1	C	1	7	16	2013	3	30
01留鳥	Landbirds	白頭翁	C	B	C	2	外			D	大漢溪	2	TWD97/TM2	298051.1997	2770093.536	呂亞融	1	C	1	7	16	2013	3	30
01留鳥	Landbirds	綠繡眼	C	C	E	1	外			D	大漢溪	2	TWD97/TM2	298051.1997	2770093.536	呂亞融	1	C	1	7	16	2013	3	30
01留鳥	Landbirds	白頭翁	C	D	E	1	外			D	大漢溪	2	TWD97/TM2	298051.1997	2770093.536	呂亞融	1	C	1	7	16	2013	3	30
03引進種	Landbirds	家八哥	C	G	E	1	內			D	大漢溪	2	TWD97/TM2	298051.1997	2770093.536	呂亞融	1	C	1	7	16	2013	3	30
03引進種	Landbirds	家八哥	A	E	E	2	外			D	大漢溪	3	TWD97/TM2	297804.4786	2770053.265	呂亞融	1	C	1	7	31	2013	3	30
01留鳥	Landbirds	白頭翁	A	C	E	1	外			D	大漢溪	3	TWD97/TM2	297804.4786	2770053.265	呂亞融	1	C	1	7	31	2013	3	30
04過境/冬候鳥	Landbirds	?鶇	A	B	?	1	外			D	大漢溪	3	TWD97/TM2	297804.4786	2770053.265	呂亞融	1	C	1	7	31	2013	3	30
01留鳥	Landbirds	褐頭鷦鶯	A	B	E	1	外			D	大漢溪	3	TWD97/TM2	297804.4786	2770053.265	呂亞融	1	C	1	7	31	2013	3	30
01留鳥	Landbirds	褐頭鷦鶯	A	C	C	1	外			D	大漢溪	3	TWD97/TM2	297804.4786	2770053.265	呂亞融	1	C	1	7	31	2013	3	30
01留鳥	Landbirds	白頭翁	A	B	E	2	外			D	大漢溪	3	TWD97/TM2	297804.4786	2770053.265	呂亞融	1	C	1	7	31	2013	3	30
01留鳥	Landbirds	白頭翁	A	D	E	1	外			D	大漢溪	3	TWD97/TM2	297804.4786	2770053.265	呂亞融	1	C	1	7	31	2013	3	30
01留鳥	Landbirds	灰頭鷦鶯	A	C	S	2	外			D	大漢溪	3	TWD97/TM2	297804.4786	2770053.265	呂亞融	1	C	1	7	31	2013	3	30
01留鳥	Landbirds	白頭翁	A	D	C	1	外			D	大漢溪	3	TWD97/TM2	297804.4786	2770053.265	呂亞融	1	C	1	7	31	2013	3	30
01留鳥	Waterbird	紅冠水雞	B	B	C	1	外			D	大漢溪	3	TWD97/TM2	297804.4786	2770053.265	呂亞融	1	C	1	7	31	2013	3	30
01留鳥	Landbirds	白頭翁	B	E	E	1	外			D	大漢溪	3	TWD97/TM2	297804.4786	2770053.265	呂亞融	1	C	1	7	31	2013	3	30
01留鳥	Landbirds	白頭翁	B	F	E	3	外			D	大漢溪	3	TWD97/TM2	297804.4786	2770053.265	呂亞融	1	C	1	7	31	2013	3	30
01留鳥	Landbirds	褐頭鷦鶯	B	B	S	1	外			D	大漢溪	3	TWD97/TM2	297804.4786	2770053.265	呂亞融	1	C	1	7	31	2013	3	30
01留鳥	Landbirds	白頭翁	C	F	E	1	外			D	大漢溪	3	TWD97/TM2	297804.4786	2770053.265	呂亞融	1	C	1	7	31	2013	3	30
01留鳥	Landbirds	綠繡眼	A	A	E	4	外			D	大漢溪	4	TWD97/TM2	297560.9299	2769998.059	呂亞融	1	C	1	7	47	2013	3	30
01留鳥	Landbirds	白頭翁	A	B	E	1	外			D	大漢溪	4	TWD97/TM2	297560.9299	2769998.059	呂亞融	1	C	1	7	47	2013	3	30
01留鳥	Landbirds	白頭翁	A	F	E	3	外			D	大漢溪	4	TWD97/TM2	297560.9299	2769998.059	呂亞融	1	C	1	7	47	2013	3	30
03引進種	Landbirds	黑領椋鳥	A	C	E	2	外			D	大漢溪	4	TWD97/TM2	297560.9299	2769998.059	呂亞融	1	C	1	7	47	2013	3	30
01留鳥	Landbirds	小雲雀	A	G	E	1	外			D	大漢溪	4	TWD97/TM2	297560.9299	2769998.059	呂亞融	1	C	1	7	47	2013	3	30
03引進種	Landbirds	野鴿	A	G	E	4	外			D	大漢溪	4	TWD97/TM2	297560.9299	2769998.059	呂亞融	1	C	1	7	47	2013	3	30
01留鳥	Landbirds	白頭翁	B	D	E	1	外			D	大漢溪	4	TWD97/TM2	297560.9299	2769998.059	呂亞融	1	C	1	7	47	2013	3	30
01留鳥	Landbirds	褐頭鷦鶯	B	E	S	1	外			D	大漢溪	4	TWD97/TM2	297560.9299	2769998.059	呂亞融	1	C	1	7	47	2013	3	30
01留鳥	Landbirds	珠頸斑鳩	B	E	E	1	外			D	大漢溪	4	TWD97/TM2	297560.9299	2769998.059	呂亞融	1	C	1	7	47	2013	3	30
01留鳥	Landbirds	褐頭鷦鶯	B	E	S	1	外			D	大漢溪	4	TWD97/TM2	297560.9299	2769998.059	呂亞融	1	C	1	7	47	2013	3	30
01留鳥	Landbirds	白頭翁	C	F	E	2	外			D	大漢溪	4	TWD97/TM2	297560.9299	2769998.059	呂亞融	1	C	1	7	47	2013	3	30
01留鳥	Landbirds	褐頭鷦鶯	C	D	E	1	外			D	大漢溪	4	TWD97/TM2	297560.9299	2769998.059	呂亞融	1	C	1	7	47	2013	3	30
01留鳥	Landbirds	白頭翁	C	A	E	3	外			D	大漢溪	4	TWD97/TM2	297560.9299	2769998.059	呂亞融	1	C	1	7	47	2013	3	30
01留鳥	Landbirds	褐頭鷦鶯	A	A	S	1	外			D	大漢溪	5	TWD97/TM2	297322.1736	2769925.929	呂亞融	1	C	1	8	1	2013	3	30
01留鳥	Landbirds	白頭翁	A	F	E	1	外			D	大漢溪	5	TWD97/TM2	297322.1736	2769925.929	呂亞融	1	C	1	8	1	2013	3	30
01留鳥	Landbirds	灰頭鷦鶯	A	B	S	1	外			D	大漢溪	5	TWD97/TM2	297322.1736	2769925.929	呂亞融	1	C	1	8	1	2013	3	30
03引進種	Landbirds	家八哥	A	F	E	2	外			D	大漢溪	5	TWD97/TM2	297322.1736	2769925.929	呂亞融	1	C	1	8	1	2013	3	30
01留鳥	Landbirds	褐頭鷦鶯	B	D	S	2	外			D	大漢溪	5	TWD97/TM2	297322.1736	2769925.929	呂亞融	1	C	1	8	1	2013	3	30
04過境/冬候鳥	Landbirds	黃鶺鴒	B	D	E	4	外			D	大漢溪	5	TWD97/TM2	297322.1736	2769925.929	呂亞融	1	C	1	8	1	2013	3	30
01留鳥	Landbirds	喜鵲	B	D	E	2	外			D	大漢溪	5	TWD97/TM2	297322.1736	2769925.929	呂亞融	1	C	1	8	1	2013	3	30
01留鳥	Landbirds	褐頭鷦鶯	B	C	S	1	外			D	大漢溪	5	TWD97/TM2	297322.1736	2769925.929	呂亞融	1	C	1	8	1	2013	3	30
01留鳥	Landbirds	灰頭鷦鶯	B	F	C	1	外			D	大漢溪	5	TWD97/TM2	297322.1736	2769925.929	呂亞融	1	C	1	8	1	2013	3	30
01留鳥	Landbirds	灰頭鷦鶯	B	B	C	1	外			D	大漢溪	5	TWD97/TM2	297322.1736	2769925.929	呂亞融	1	C	1	8	1	2013	3	30
01留鳥	Waterbird	紅冠水雞	C	C	E	1	外			D	大漢溪	5	TWD97/TM2	297322.1736	2769925.929	呂亞融	1	C	1	8	1	2013	3	30
01留鳥	Landbirds	褐頭鷦鶯	A	F	S	1	外			D	大漢溪	6	TWD97/TM2	297093.5611	2769825.294	呂亞融	1	C	1	8	16	2013	3	30
04過境/冬候鳥	Waterbird	蒼鷺	A	C	E	1	外			D	大漢溪	6	TWD97/TM2	297093.5611	2769825.294	呂亞融	1	C	1	8	16	2013	3	30
01留鳥	Landbirds	白頭翁	A	C	E	1	外			D	大漢溪	6	TWD97/TM2	297093.5611	2769825.294	呂亞融	1	C	1	8	16	2013	3	30
01留鳥	Landbirds	褐頭鷦鶯	A	C	E	2	外			D	大漢溪	6	TWD97/TM2	297093.5611	2769825.294	呂亞融	1	C	1	8	16	2013	3	30
01留鳥	Landbirds	褐頭鷦鶯	A	D	S	1	外			D	大漢溪	6	TWD97/TM2	297093.5611	2769825.294	呂亞融	1	C	1	8	16	2013	3	30
01留鳥	Landbirds	灰頭鷦鶯	A	C	S	2	外			D	大漢溪	6	TWD97/TM2	297093.5611	2769825.294	呂亞融	1	C	1	8	16	2013	3	30
02夏候鳥	Landbirds	家燕	A	C	E	1	外			D	大漢溪	6	TWD97/TM2	297093.5611	2769825.294	呂亞融	1	C	1	8	16	2013	3	30
01留鳥	Landbirds	白頭翁	B	D	E	1	外			D	大漢溪	6	TWD97/TM2	297093.5611	2769825.294	呂亞融	1	C	1	8	16	2013	3	30
01留鳥	Landbirds	褐頭鷦鶯	B	E	S	1	外			D	大漢溪	6	TWD97/TM2	297093.5611	2769825.294	呂亞融	1	C	1	8	16	2013	3	30
01留鳥	Landbirds	珠頸斑鳩	C	H	E	1	外			D	大漢溪	6	TWD97/TM2	297093.5611	2769825.294	呂亞融	1	C	1	8	16	2013	3	30
03引進種	Landbirds	家八哥	C	G	E	1	外			D	大漢溪	6	TWD97/TM2	297093.5611	2769825.294	呂亞融	1	C	1	8	16	2013	3	30
01留鳥	Landbirds	白頭翁	C	E	E	1	外			D	大漢溪	6	TWD97/TM2	297093.5611	2769825.294	呂亞融	1	C	1	8	16	2013	3	30
03引進種	Landbirds	白尾八哥	C	H	E	2	外			D	大漢溪	6	TWD97/TM2	297093.5611	2769825.294	呂亞融	1	C	1	8	16	2013	3	30
01留鳥	Landbirds	白頭翁	A	A	E	1	外			D	大漢溪	8	TWD97/TM2	296639.0136	2769618.007	呂亞融	1	C	1	8	35	2013	3	30
01留鳥	Landbirds	翠鳥	A	B	E	1	外			D	大漢溪	8	TWD97/TM2	296639.0136	2769618.007	呂亞融	1	C	1	8	35	2013	3	30
01留鳥	Landbirds	灰頭鷦鶯	A	C	S	1	外			D	大漢溪	8	TWD97/TM2	296639.0136	2769618.007	呂亞融	1	C	1	8	35	2013	3	30
03引進種	Landbirds	黑領椋鳥	A	F	E	9	外			D	大漢溪	8	TWD97/TM2	296639.0136	2769618.007	呂亞融	1	C	1	8	35	2013	3	30
03引進種	Landbirds	家八哥	A	G	E	1	外			D	大漢溪	8	TWD97/TM2	296639.0136	2769618.007	呂亞融	1	C	1	8	35	2013	3	30
04過境/冬候鳥	Landbirds	紅尾伯勞	A	F	E	1	外			D	大漢溪	8	TWD97/TM2	296639.0136	2769618.007	呂亞融	1	C	1	8	35	2013	3	30
01留鳥	Landbirds	珠頸斑鳩	A	F	E	1	外			D	大漢溪	8	TWD97/TM2	296639.0136	2769618.007	呂亞融	1	C	1	8	35	2013	3	30
01留鳥	Landbirds	褐頭鷦鶯	B	C	S	1	外			D	大漢溪	8	TWD97/TM2	296639.0136	2769618.007	呂亞融	1	C	1	8	35	2013	3	30
02夏候鳥	Landbirds	家燕	B	G	E	15	外			D	大漢溪	8	TWD97/TM2	296639.0136	2769618.007	呂亞融	1	C	1	8	35	2013	3	30
01留鳥	Landbirds	白頭翁	B	G	E	3	外			D	大漢溪	8	TWD97/TM2	296639.0136	2769618.007	呂亞融	1	C	1	8	35	2013	3	30
01留鳥	Landbirds	珠頸斑鳩	C	F	E	1	外			D	大漢溪	8	TWD97/TM2	296639.0136	2769618.007	呂亞融	1	C	1	8	35	2013	3	30
01留鳥	Landbirds	白頭翁	C	F	E	2	外			D	大漢溪	8	TWD97/TM2	296639.0136	2769618.007	呂亞融	1	C	1	8	35	2013	3	30
01留鳥	Landbirds	樹鵲	C	H	S	1	外			D	大漢溪	8	TWD97/TM2	296639.0136	2769618.007	呂亞融	1	C	1	8	35	2013	3	30
01留鳥	Landbirds	白頭翁	A	B	C	1	外			D	大漢溪	9	TWD97/TM2	296421.5815	2769494.67	呂亞融	1	C	1	8	50	2013	3	30
02夏候鳥	Landbirds	家燕	A	C	E	3	外			D	大漢溪	9	TWD97/TM2	296421.5815	2769494.67	呂亞融	1	C	1	8	50	2013	3	30
01留鳥	Landbirds	綠繡眼	A	C	S	1	外			D	大漢溪	9	TWD97/TM2	296421.5815	2769494.67	呂亞融	1	C	1	8	50	2013	3	30
01留鳥	Landbirds	褐頭鷦鶯	A	D	S	1	外			D	大漢溪	9	TWD97/TM2	296421.5815	2769494.67	呂亞融	1	C	1	8	50	2013	3	30
01留鳥	Landbirds	白頭翁	A	D	E	1	外			D	大漢溪	9	TWD97/TM2	296421.5815	2769494.67	呂亞融	1	C	1	8	50	2013	3	30
04過境/冬候鳥	Landbirds	?鶇	A	C	C	1	外			D	大漢溪	9	TWD97/TM2	296421.5815	2769494.67	呂亞融	1	C	1	8	50	2013	3	30
01留鳥	Landbirds	褐頭鷦鶯	C	C	S	1	外			D	大漢溪	9	TWD97/TM2	296421.5815	2769494.67	呂亞融	1	C	1	8	50	2013	3	30
01留鳥	Landbirds	斑文鳥	C	C	S	1	外			D	大漢溪	9	TWD97/TM2	296421.5815	2769494.67	呂亞融	1	C	1	8	50	2013	3	30
03引進種	Landbirds	野鴿	A	F	E	8	外			D	大漢溪	10	TWD97/TM2	296207.0294	2769367.054	呂亞融	1	C	1	9	4	2013	3	30
02夏候鳥	Landbirds	家燕	A	C	E	1	外			D	大漢溪	10	TWD97/TM2	296207.0294	2769367.054	呂亞融	1	C	1	9	4	2013	3	30
02夏候鳥	Landbirds	家燕	A	F	E	6	外			D	大漢溪	10	TWD97/TM2	296207.0294	2769367.054	呂亞融	1	C	1	9	4	2013	3	30
01留鳥	Landbirds	白頭翁	A	C	E	2	外			D	大漢溪	10	TWD97/TM2	296207.0294	2769367.054	呂亞融	1	C	1	9	4	2013	3	30
01留鳥	Landbirds	白頭翁	A	D	E	2	外			D	大漢溪	10	TWD97/TM2	296207.0294	2769367.054	呂亞融	1	C	1	9	4	2013	3	30
01留鳥	Landbirds	褐頭鷦鶯	B	D	S	1	外			D	大漢溪	10	TWD97/TM2	296207.0294	2769367.054	呂亞融	1	C	1	9	4	2013	3	30
01留鳥	Landbirds	灰頭鷦鶯	B	D	S	1	外			D	大漢溪	10	TWD97/TM2	296207.0294	2769367.054	呂亞融	1	C	1	9	4	2013	3	30
01留鳥	Landbirds	白頭翁	B	D	E	1	外			D	大漢溪	10	TWD97/TM2	296207.0294	2769367.054	呂亞融	1	C	1	9	4	2013	3	30
01留鳥	Landbirds	綠繡眼	B	B	E	4	外			D	大漢溪	10	TWD97/TM2	296207.0294	2769367.054	呂亞融	1	C	1	9	4	2013	3	30
01留鳥	Landbirds	白頭翁	B	D	E	3	外			D	大漢溪	10	TWD97/TM2	296207.0294	2769367.054	呂亞融	1	C	1	9	4	2013	3	30
04過境/冬候鳥	Waterbird	磯鷸	B	H	E	1	外			D	大漢溪	10	TWD97/TM2	296207.0294	2769367.054	呂亞融	1	C	1	9	4	2013	3	30
01留鳥	Landbirds	灰頭鷦鶯	B	D	C	1	外			D	大漢溪	10	TWD97/TM2	296207.0294	2769367.054	呂亞融	1	C	1	9	4	2013	3	30
01留鳥	Landbirds	白頭翁	C	B	E	2	外			D	大漢溪	10	TWD97/TM2	296207.0294	2769367.054	呂亞融	1	C	1	9	4	2013	3	30
03引進種	Landbirds	家八哥	C	B	E	2	外			D	大漢溪	10	TWD97/TM2	296207.0294	2769367.054	呂亞融	1	C	1	9	4	2013	3	30
02夏候鳥	Landbirds	家燕	C	D	E	4	外			D	大漢溪	10	TWD97/TM2	296207.0294	2769367.054	呂亞融	1	C	1	9	4	2013	3	30
04過境/冬候鳥	Landbirds	黃鶺鴒	C	C	E	2	外			D	大漢溪	10	TWD97/TM2	296207.0294	2769367.054	呂亞融	1	C	1	9	4	2013	3	30
01留鳥	Landbirds	麻雀	C	A	E	1	外			D	大漢溪	10	TWD97/TM2	296207.0294	2769367.054	呂亞融	1	C	1	9	4	2013	3	30
01留鳥	Landbirds	麻雀	C	C	E	2	外			D	大漢溪	10	TWD97/TM2	296207.0294	2769367.054	呂亞融	1	C	1	9	4	2013	3	30
01留鳥	Landbirds	灰頭鷦鶯	A	D	S	1	外			D	大漢溪	11	TWD97/TM2	296010.7574	2769212.93	呂亞融	1	C	1	9	19	2013	3	30
01留鳥	Landbirds	褐頭鷦鶯	A	D	S	1	外			D	大漢溪	11	TWD97/TM2	296010.7574	2769212.93	呂亞融	1	C	1	9	19	2013	3	30
01留鳥	Landbirds	褐頭鷦鶯	A	F	S	1	外			D	大漢溪	11	TWD97/TM2	296010.7574	2769212.93	呂亞融	1	C	1	9	19	2013	3	30
01留鳥	Landbirds	喜鵲	A	G	E	1	外			D	大漢溪	11	TWD97/TM2	296010.7574	2769212.93	呂亞融	1	C	1	9	19	2013	3	30
01留鳥	Landbirds	粉紅鸚嘴	A	C	S	1	外			D	大漢溪	11	TWD97/TM2	296010.7574	2769212.93	呂亞融	1	C	1	9	19	2013	3	30
01留鳥	Landbirds	斑文鳥	A	D	S	2	外			D	大漢溪	11	TWD97/TM2	296010.7574	2769212.93	呂亞融	1	C	1	9	19	2013	3	30
01留鳥	Waterbird	紅冠水雞	A	B	E	2	外			D	大漢溪	11	TWD97/TM2	296010.7574	2769212.93	呂亞融	1	C	1	9	19	2013	3	30
01留鳥	Landbirds	白頭翁	A	A	E	1	外			D	大漢溪	11	TWD97/TM2	296010.7574	2769212.93	呂亞融	1	C	1	9	19	2013	3	30
02夏候鳥	Landbirds	家燕	A	B	E	7	外			D	大漢溪	11	TWD97/TM2	296010.7574	2769212.93	呂亞融	1	C	1	9	19	2013	3	30
01留鳥	Landbirds	褐頭鷦鶯	B	F	S	1	外			D	大漢溪	11	TWD97/TM2	296010.7574	2769212.93	呂亞融	1	C	1	9	19	2013	3	30
01留鳥	Landbirds	白頭翁	B	D	E	1	外			D	大漢溪	11	TWD97/TM2	296010.7574	2769212.93	呂亞融	1	C	1	9	19	2013	3	30
01留鳥	Landbirds	白頭翁	B	E	E	1	外			D	大漢溪	11	TWD97/TM2	296010.7574	2769212.93	呂亞融	1	C	1	9	19	2013	3	30
01留鳥	Landbirds	斑文鳥	C	F	E	2	外			D	大漢溪	11	TWD97/TM2	296010.7574	2769212.93	呂亞融	1	C	1	9	19	2013	3	30
01留鳥	Landbirds	褐頭鷦鶯	C	B	E	1	外			D	大漢溪	11	TWD97/TM2	296010.7574	2769212.93	呂亞融	1	C	1	9	19	2013	3	30
01留鳥	Landbirds	綠繡眼	A	A	E	1	外			D	大漢溪	12	TWD97/TM2	295818.4273	2769053.247	呂亞融	1	C	1	9	35	2013	3	30
01留鳥	Landbirds	灰頭鷦鶯	A	B	S	2	外			D	大漢溪	12	TWD97/TM2	295818.4273	2769053.247	呂亞融	1	C	1	9	35	2013	3	30
01留鳥	Landbirds	灰頭鷦鶯	A	C	S	1	外			D	大漢溪	12	TWD97/TM2	295818.4273	2769053.247	呂亞融	1	C	1	9	35	2013	3	30
01留鳥	Landbirds	褐頭鷦鶯	A	B	S	2	外			D	大漢溪	12	TWD97/TM2	295818.4273	2769053.247	呂亞融	1	C	1	9	35	2013	3	30
04過境/冬候鳥	Landbirds	黃鶺鴒	A	B	E	1	外			D	大漢溪	12	TWD97/TM2	295818.4273	2769053.247	呂亞融	1	C	1	9	35	2013	3	30
02夏候鳥	Landbirds	家燕	A	D	E	1	外			D	大漢溪	12	TWD97/TM2	295818.4273	2769053.247	呂亞融	1	C	1	9	35	2013	3	30
01留鳥	Landbirds	珠頸斑鳩	A	F	E	2	外			D	大漢溪	12	TWD97/TM2	295818.4273	2769053.247	呂亞融	1	C	1	9	35	2013	3	30
03引進種	Landbirds	白尾八哥	B	B	E	3	外			D	大漢溪	12	TWD97/TM2	295818.4273	2769053.247	呂亞融	1	C	1	9	35	2013	3	30
03引進種	Landbirds	白尾八哥	B	C	E	6	外	Y		D	大漢溪	12	TWD97/TM2	295818.4273	2769053.247	呂亞融	1	C	1	9	35	2013	3	30
03引進種	Landbirds	黑領椋鳥	B	B	E	1	外			D	大漢溪	12	TWD97/TM2	295818.4273	2769053.247	呂亞融	1	C	1	9	35	2013	3	30
01留鳥	Landbirds	綠繡眼	C	F	E	3	外			D	大漢溪	12	TWD97/TM2	295818.4273	2769053.247	呂亞融	1	C	1	9	35	2013	3	30
01留鳥	Waterbird	紅冠水雞	C	B	E	1	外			D	大漢溪	12	TWD97/TM2	295818.4273	2769053.247	呂亞融	1	C	1	9	35	2013	3	30
01留鳥	Landbirds	白頭翁	C	B	E	2	外			D	大漢溪	12	TWD97/TM2	295818.4273	2769053.247	呂亞融	1	C	1	9	35	2013	3	30
01留鳥	Landbirds	灰頭鷦鶯	C	C	S	1	外			D	大漢溪	12	TWD97/TM2	295818.4273	2769053.247	呂亞融	1	C	1	9	35	2013	3	30
01留鳥	Landbirds	白頭翁	C	C	E	2	外			D	大漢溪	12	TWD97/TM2	295818.4273	2769053.247	呂亞融	1	C	1	9	35	2013	3	30
01留鳥	Landbirds	珠頸斑鳩	C	C	E	1	外			D	大漢溪	12	TWD97/TM2	295818.4273	2769053.247	呂亞融	1	C	1	9	35	2013	3	30
01留鳥	Landbirds	褐頭鷦鶯	A	E	S	1	外			D	大漢溪	35	TWD97/TM2	294037.1006	2763766.897	呂亞融	1	C	1	9	43	2013	4	7
01留鳥	Landbirds	灰頭鷦鶯	A	E	S	1	外			D	大漢溪	35	TWD97/TM2	294037.1006	2763766.897	呂亞融	1	C	1	9	43	2013	4	7
02夏候鳥	Landbirds	家燕	A	D	E	2	外			D	大漢溪	35	TWD97/TM2	294037.1006	2763766.897	呂亞融	1	C	1	9	43	2013	4	7
01留鳥	Landbirds	喜鵲	A	H	E	1	外			D	大漢溪	35	TWD97/TM2	294037.1006	2763766.897	呂亞融	1	C	1	9	43	2013	4	7
02夏候鳥	Landbirds	家燕	A	G	E	4	外			D	大漢溪	35	TWD97/TM2	294037.1006	2763766.897	呂亞融	1	C	1	9	43	2013	4	7
01留鳥	Landbirds	粉紅鸚嘴	A	E	S	1	外			D	大漢溪	35	TWD97/TM2	294037.1006	2763766.897	呂亞融	1	C	1	9	43	2013	4	7
01留鳥	Landbirds	翠鳥	B	C	E	1	外			D	大漢溪	35	TWD97/TM2	294037.1006	2763766.897	呂亞融	1	C	1	9	43	2013	4	7
01留鳥	Landbirds	灰頭鷦鶯	B	C	S	1	外			D	大漢溪	35	TWD97/TM2	294037.1006	2763766.897	呂亞融	1	C	1	9	43	2013	4	7
01留鳥	Landbirds	褐頭鷦鶯	B	D	S	1	外			D	大漢溪	35	TWD97/TM2	294037.1006	2763766.897	呂亞融	1	C	1	9	43	2013	4	7
01留鳥	Landbirds	白頭翁	B	D	E	1	外			D	大漢溪	35	TWD97/TM2	294037.1006	2763766.897	呂亞融	1	C	1	9	43	2013	4	7
01留鳥	Waterbird	白腹秧雞	B	E	S	1	外			D	大漢溪	35	TWD97/TM2	294037.1006	2763766.897	呂亞融	1	C	1	9	43	2013	4	7
01留鳥	Waterbird	花嘴鴨	B	C	E	2	外			D	大漢溪	35	TWD97/TM2	294037.1006	2763766.897	呂亞融	1	C	1	9	43	2013	4	7
01留鳥	Landbirds	灰頭鷦鶯	C	E	S	1	外			D	大漢溪	35	TWD97/TM2	294037.1006	2763766.897	呂亞融	1	C	1	9	43	2013	4	7
01留鳥	Landbirds	褐頭鷦鶯	C	E	S	1	外			D	大漢溪	35	TWD97/TM2	294037.1006	2763766.897	呂亞融	1	C	1	9	43	2013	4	7
